;Transformation;Suppressed tuples;C4.5.acc1;C4.5.acc2;LR.acc1;LR.acc2;AECS;Disc.;Precision;Loss;Ambiguity;KL-Div.;NUEntropy;NUEntropyN
ADULT;[0, 2, 0, 0, 0, 0, 0];27%;0.9694299586405323;1.0565593087195613;0.9524578399712955;0.9792302993280395;8.897972649689425E-4;0.27327484391491097;0.3237517406007559;0.28128160381497763;0.27173271597263743;0.07305185351196163;0.48508213792059035;0.4681236691477663
ADULT;[1, 0, 1, 0, 0, 0, 0];45%;0.7432116525804712;0.6865671641791047;0.7226408324363115;0.6829566279780093;7.14097720661494E-4;0.4496866989183304;0.6067426373772106;0.6082551656950067;0.4494397469471737;0.24536341330875502;0.5717677638776073;0.7132003805729725
ADULT;[0, 1, 1, 0, 0, 0, 0];28%;1.0044955943175689;0.9457973291437559;0.9946178686759958;0.934025656689065;7.685370607062746E-4;0.28306553886180175;0.4103045932914641;0.3898352837954078;0.2821101295771813;0.1965210410280945;0.47771630188235703;0.5311884745371057
ADULT;[1, 0, 0, 1, 0, 0, 0];39%;0.756518611760475;0.4155538098978797;0.7595981341944748;0.5210751374465482;6.891607565086066E-4;0.3932156388366028;0.50852065512898;0.497676648661381;0.39287850253838025;0.1882220989844094;0.5409063591065882;0.6564877589791427
ADULT;[0, 1, 0, 1, 0, 0, 0];25%;1.0113288976802732;0.9646504320502763;0.9897739504843919;0.8686621869273053;8.717570210149168E-4;0.2543347750825734;0.31528081692197724;0.27834869443934546;0.25303377154861567;0.14209760107057917;0.4768836529433255;0.47354442238176847
ADULT;[0, 0, 1, 1, 0, 0, 0];40%;0.9670922495953963;0.6991358994501168;0.9542518837459635;0.7947464874770921;6.249687371894345E-4;0.4036432877935855;0.5170286800483822;0.5066439304678007;0.4033884943994975;0.2903592395072411;0.5339543588323805;0.6288523335617707
ADULT;[0, 0, 0, 2, 0, 0, 0];40%;0.975364143139723;0.8499607227022775;0.9650161463939719;0.8210140500916318;6.458039326231956E-4;0.40111069376378494;0.4578987751854468;0.4329444716480225;0.40083552517208115;0.19426839364673065;0.5355035732205775;0.5964815522074518
ADULT;[1, 0, 0, 0, 1, 0, 0];50%;0.7383564107174968;0.7062058130400634;0.7219232149264443;0.7141111789859491;7.316540888054271E-4;0.4972452536721069;0.6048244242992602;0.5890524501028221;0.49704939480172877;0.33736767533787165;0.6031769770215814;0.7160325538510349
ADULT;[0, 1, 0, 0, 1, 0, 0];32%;1.0106096025894622;0.9890023566378645;0.996591316828131;0.9645693341478315;7.446841260713822E-4;0.3201408340197751;0.3922698381122888;0.349642398480531;0.3193426612730166;0.2898426963059531;0.49383520798174424;0.5170146612100206
ADULT;[0, 0, 1, 0, 1, 0, 0];51%;0.9712281963675596;0.8711704634721127;0.9180121994976679;0.8888210140500925;6.673861645718254E-4;0.512842986778409;0.6171199333124935;0.6018386889657732;0.5126984138613018;0.43667542327627434;0.6015936756999112;0.6917654132069774
ADULT;[0, 0, 0, 1, 1, 0, 0];45%;0.9616975364143138;0.6732128829536521;0.9463580911374241;0.8130726939523516;6.417394229782165E-4;0.4524355796321842;0.5174360043069035;0.48934598539996566;0.45222493902488897;0.38220832977903274;0.5655513069364397;0.6356552566775638
ADULT;[0, 0, 0, 0, 2, 0, 0];57%;0.9656536594137745;1.0023566378633149;0.9022246142805886;0.9132559560171045;7.165584886798728E-4;0.5670523166617014;0.6288044559379352;0.6293993205919169;0.5669387276454083;0.42553185753294975;0.6421631175344346;0.7102113143888802
ADULT;[1, 0, 0, 0, 0, 1, 0];42%;0.7566984355331776;0.728986645718775;0.7348403301040549;0.701893708002444;6.525088339504247E-4;0.41619743568459755;0.5411065958111909;0.5212506312069066;0.4159538814037359;0.19023927855317635;0.5450770744693608;0.6772552069935424
ADULT;[0, 1, 0, 0, 0, 1, 0];28%;1.0053947131810825;0.9952867242733705;0.9978471474703985;0.9230299328039104;8.270775118063783E-4;0.2771702328313658;0.3536983621775744;0.30646109445285535;0.2761422773453405;0.14584204771338047;0.4792796759465262;0.5093501522091429
ADULT;[0, 0, 1, 0, 0, 1, 0];43%;0.9771623808667503;0.9206598586017295;0.9284176533907429;0.8943188759926698;5.761641321680876E-4;0.4309890959895193;0.5527769094508701;0.5334259103405786;0.4308070635031744;0.2922499931284812;0.540780734787411;0.6484681026119518
ADULT;[0, 0, 0, 1, 0, 1, 0];37%;0.970329077504046;0.8177533385703069;0.9612486544671693;0.7861942577886385;5.867412769771957E-4;0.37468088008627376;0.44888633127146454;0.41447170854314613;0.3744115851598613;0.235537268447734;0.5122826989308593;0.5936320091116855
ADULT;[0, 0, 0, 0, 1, 1, 0];49%;0.9706887250494515;0.993715632364494;0.9420523860782206;0.909590714722053;6.298185655498604E-4;0.49086712789545595;0.5634715394015174;0.5287876264762216;0.49071699245115685;0.3867067259338695;0.5845244540942581;0.6668499861680927
ADULT;[0, 0, 0, 0, 0, 2, 0];44%;0.9796799136845891;0.9018067556952092;0.9459992823824905;0.892486255345144;5.990070908640442E-4;0.4368935033419828;0.5171786637869789;0.5179524159283785;0.4367084907577862;0.25025669931476496;0.5480390197763165;0.6399141280243262
ADULT;[1, 0, 0, 0, 0, 0, 1];37%;0.7455493616256066;0.7619795758051839;0.7267671331180482;0.6927306047648134;7.784744358473873E-4;0.3686510079641581;0.503490674169011;0.4815627024325554;0.3680790980403359;0.16135555883178931;0.5488612831940524;0.6505793360575591
ADULT;[0, 1, 0, 0, 0, 0, 1];25%;1.0156446682251392;1.0282796543597794;0.9933620380337282;0.8808796579108122;9.340365753432625E-4;0.2469587681768095;0.3260204419941838;0.27629256753241493;0.2451430816495852;0.1305521265048256;0.504044978925247;0.48267004793563145
ADULT;[0, 0, 1, 0, 0, 0, 1];39%;0.9820176227297246;0.9622937941869593;0.938643702906351;0.8601099572388518;7.234060339164348E-4;0.38681321721383366;0.51789621756799;0.49658510708840936;0.38641351909967064;0.27245696425640353;0.5494269626379066;0.6313342531710419
ADULT;[0, 0, 0, 1, 0, 0, 1];33%;0.9742852005035066;0.7140612725844458;0.9619662719770365;0.6744043982895539;7.290979968980274E-4;0.3313388717351654;0.4104494460074529;0.37364959985315177;0.33078058659166576;0.2133950163474753;0.5236404790677941;0.5647683077386416
ADULT;[0, 0, 0, 0, 1, 0, 1];43%;0.9694299586405323;1.0282796543597794;0.9296734840330104;0.8521686010995716;7.227786010303667E-4;0.43192830668527155;0.5128022961720993;0.4736053982665469;0.43160302302896897;0.3645216637926092;0.5755815970596955;0.6318217624354168
ADULT;[0, 0, 0, 0, 0, 1, 1];35%;0.9803992087754001;0.9952867242733705;0.9558665231431651;0.8161270616982278;6.604032599366166E-4;0.34737484482152486;0.4402512148682827;0.3934585768899752;0.3469598440109194;0.21520623354285778;0.5196125066458351;0.5854976295594626
ADULT;[0, 0, 0, 0, 0, 0, 2];32%;0.9944254630462148;1.032207384131973;0.9861858629350561;0.7648136835675009;8.278812061678078E-4;0.32179657207446527;0.417857853306431;0.41226033266519724;0.3208342670003802;0.16589167518401315;0.537071564460009;0.5626058468141365
ADULT;[1, 2, 0, 0, 0, 0, 0];22%;0.7514835461247978;0.8947368421052625;0.7554718335127381;0.7629810629199751;0.001012114019570523;0.2242346944255977;0.3886370740856517;0.34432978002706416;0.22190189361596588;0.09844957807273444;0.48457064831322305;0.524729044889155
ADULT;[0, 3, 0, 0, 0, 0, 0];22%;0.8518252112929326;0.9835035349567943;0.8457122353785436;0.8619425778863775;0.0010686932723064388;0.2214509476663055;0.3021907887881631;0.24008739558525072;0.21845384712638646;0.08094498018869874;0.48071208265493687;0.4272095180201744
ADULT;[1, 1, 1, 0, 0, 0, 0];22%;0.7709045135766945;0.8633150039277301;0.765877287405813;0.755650580329872;8.603904937020621E-4;0.22470760584684144;0.47288215067208517;0.45180002346307013;0.22319516792960453;0.22104171686242077;0.4700729452581633;0.5896350557677678
ADULT;[0, 2, 1, 0, 0, 0, 0];21%;0.9598992986872864;1.1233307148468197;0.9440258342303552;0.9816737935247405;9.191688143274901E-4;0.215969846341604;0.38246326977180367;0.3377085417069841;0.21404458604093918;0.19998399778516665;0.4623561779806651;0.48844997762865655
ADULT;[1, 1, 0, 1, 0, 0, 0];20%;0.7782772882575076;0.6755695208169669;0.7606745604592755;0.6194257788637754;9.926027167542952E-4;0.2019759854087007;0.38091646379394667;0.34229355342846784;0.19995391883718064;0.1670263022188654;0.47539295301745405;0.530174835776971
ADULT;[0, 2, 0, 1, 0, 0, 0];19%;0.9413774500989028;1.0251374705420264;0.9477933261571584;0.8839340256566885;0.0010622581197414279;0.19647984458363493;0.28988146548323684;0.22687267311302245;0.1939198379335839;0.14566602287145924;0.4708131437000793;0.42854041362715867
ADULT;[1, 0, 1, 1, 0, 0, 0];32%;0.7529221363064197;0.4399057344854679;0.7592393254395406;0.4966401954795361;6.840223362380757E-4;0.3232056014131497;0.5485047410649385;0.5372906178431563;0.3227573986031751;0.3069187917854245;0.5007709478224425;0.6614875056627009
ADULT;[0, 1, 1, 1, 0, 0, 0];19%;1.0012587664089192;0.9512961508248237;0.9946178686759958;0.870494807574833;9.009573693276985E-4;0.1942688291328643;0.3752466837806213;0.3363713472501334;0.19262734471764947;0.2691612924049528;0.45406092551840294;0.49544067439184175
ADULT;[1, 0, 0, 2, 0, 0, 0];33%;0.7523826649883115;0.38727415553809796;0.7637244348762109;0.5045815516188145;7.0620561796069E-4;0.32701656396850554;0.4868851061411427;0.4597611997776615;0.32653679198063945;0.21161787627536882;0.506673849280648;0.6231965027758811
ADULT;[0, 1, 0, 2, 0, 0, 0];21%;1.0043157705448662;1.0251374705420264;1.0003588087549335;0.8827122785583381;9.726968839178863E-4;0.21089266758158812;0.31270267539415775;0.25597509656097744;0.20913760203499293;0.17246054915508524;0.4690004545928593;0.4524083517304179
ADULT;[0, 0, 1, 2, 0, 0, 0];32%;0.9768027333213448;0.8617439120188536;0.9703982777179763;0.826511912034209;6.197110823532454E-4;0.32426934233836036;0.48488953302959564;0.4576361366569475;0.32391774944510665;0.3120003594996797;0.4875859229840186;0.5852333694297123
ADULT;[0, 0, 0, 3, 0, 0, 0];32%;0.9805790325481027;0.8625294579732918;0.9703982777179763;0.7800855222968841;7.038091811163371E-4;0.3165448047143801;0.413737247435278;0.41467677107725925;0.31602690176530107;0.215346356309866;0.5031660347390485;0.5537628586511284
ADULT;[1, 1, 0, 0, 1, 0, 0];25%;0.7734220463945334;0.8570306362922241;0.7764621456763547;0.7880268784361643;7.923442089771576E-4;0.25312099317953435;0.4389049134672768;0.39307606078995877;0.2518741990031569;0.3147427521601844;0.4755520749537963;0.5565902911301602
ADULT;[0, 2, 0, 0, 1, 0, 0];24%;0.9697896061859378;1.0699135899450114;0.9538930749910298;0.9859499083689672;8.492953435334996E-4;0.24308742223089094;0.34982522947512;0.28074947885324697;0.2414637623540078;0.2930782025781163;0.4671399539630658;0.4582360429098337
ADULT;[1, 0, 1, 0, 1, 0, 0];43%;0.7408739435353351;0.7022780832678721;0.7389666307857911;0.6982284667073907;6.914670757715607E-4;0.427889371295605;0.632044104691807;0.6148812671735413;0.42762491365556865;0.45331331684820286;0.5572219747950738;0.7104442903838414
ADULT;[0, 1, 1, 0, 1, 0, 0];25%;1.0055745369537852;1.0125687352710144;0.9956942949407965;0.9602932193036047;7.322956719704854E-4;0.2515302155634379;0.4378854187388105;0.39197471278989315;0.2505163612283186;0.4159804420509628;0.45849399090918247;0.524230564570021
ADULT;[1, 0, 0, 1, 1, 0, 0];37%;0.7516633698975006;0.45640219952867117;0.762827412988877;0.5668906536346978;6.646846683658117E-4;0.3656264016110136;0.5315021108237882;0.49951382764471636;0.36526158441323814;0.3993026760864312;0.5225942537811595;0.6497565163120814
ADULT;[0, 1, 0, 1, 1, 0, 0];22%;1.0116885452256787;0.9670070699135911;0.9989235737351992;0.8790470372632865;8.409392284768934E-4;0.22330428380009296;0.34232170091034403;0.2784064946328211;0.2219037405356243;0.3620055932243636;0.4595135122118967;0.4658085772277801
ADULT;[0, 0, 1, 1, 1, 0, 0];37%;0.9690703110951269;0.8248232521602511;0.9607104413347685;0.8222357971899823;6.044054649412284E-4;0.37416158798494614;0.5378645788930383;0.5066380678171737;0.3738827030080518;0.4999591672448392;0.5133223464748712;0.6199801318510775
ADULT;[0, 0, 0, 2, 1, 0, 0];38%;0.9757237906851285;0.7690494893951305;0.9673484033010408;0.8405620036652417;6.269005686114998E-4;0.37616606455561336;0.4798919169816521;0.43341856103375936;0.37587083548332545;0.4048639892836832;0.5189006423041477;0.5885452081390484
ADULT;[1, 0, 0, 0, 2, 0, 0];48%;0.741952886171552;0.7313432835820898;0.7133118048080372;0.7049480757483203;7.098282689847471E-4;0.481109683888657;0.6292165165250505;0.6306426068461711;0.48090359805836486;0.43932721055375634;0.5925805484683161;0.7139710551270081
ADULT;[0, 1, 0, 0, 2, 0, 0];30%;1.0125876640891924;1.0125687352710144;0.9964119124506642;0.968234575442883;7.26558172878662E-4;0.3002205358733951;0.4244934496575635;0.4045166589925354;0.2993849440929214;0.39864670581852535;0.4829205201151611;0.5148401170531995
ADULT;[0, 0, 1, 0, 2, 0, 0];48%;0.9676317209135045;0.9190887666928507;0.9187298170075351;0.938912645082469;6.322689872424879E-4;0.4834819547995804;0.6309452764594996;0.6323647177039187;0.4833245773587018;0.5350403701817821;0.5791606517299528;0.6797673845596383
ADULT;[0, 0, 0, 1, 2, 0, 0];43%;0.9640352454594499;0.6818538884524752;0.9443846429852889;0.8387293830177159;6.225689777206345E-4;0.4347416222962925;0.5422306844626361;0.5324411638690206;0.43452130060797484;0.4855094743045482;0.5541274591110523;0.6320867926512505
ADULT;[1, 1, 0, 0, 0, 1, 0];22%;0.7775579931666967;0.8318931657501953;0.7635450304987441;0.7642028100183256;9.694515923755019E-4;0.22278731595520002;0.4159289834891585;0.36617856765004564;0.22123889359488724;0.1708592694658422;0.47517202117032936;0.5655174770410569
ADULT;[0, 2, 0, 0, 0, 1, 0];21%;0.9701492537313432;1.0699135899450114;0.9573017581628994;0.9431887599266957;9.825556086980637E-4;0.21410568163561913;0.3245900707607491;0.25076630919149207;0.21202200110986782;0.1488573895533626;0.46806213140565145;0.46457154204797346
ADULT;[1, 0, 1, 0, 0, 1, 0];34%;0.753461607624528;0.7085624509033781;0.7292787944025833;0.7031154551007945;6.062243634317855E-4;0.3359061444757756;0.5728778879763563;0.5512023534452677;0.3355880381302542;0.30663135407754655;0.4929805032976392;0.6723574834053208
ADULT;[0, 1, 1, 0, 0, 1, 0];21%;1.007013127135407;1.02356637863315;0.9967707212055977;0.9199755650580324;8.335476866294389E-4;0.2090783292603543;0.4058583648299185;0.35525014668269544;0.20781179929235286;0.2719044881829536;0.4474025628415444;0.52234454731227
ADULT;[1, 0, 0, 1, 0, 1, 0];29%;0.7602949109872322;0.39198743126472985;0.7556512378902048;0.5247403787415997;6.417394229782165E-4;0.28806037253670297;0.474190956138463;0.4358885894376073;0.28761372920627687;0.25219382228604953;0.47510115636657785;0.6181953774341771
ADULT;[0, 1, 0, 1, 0, 1, 0];19%;1.0111490739075704;0.9395129615082476;0.993541442411195;0.8637751985339033;9.737831598147637E-4;0.1889755549946702;0.31300935267020435;0.24384312716386652;0.18722284640162973;0.21740748457717549;0.4564617900157784;0.4662143175828696
ADULT;[0, 0, 1, 1, 0, 1, 0];29%;0.9741053767308039;0.7454831107619806;0.9560459275206319;0.8075748320097743;5.467643589733124E-4;0.2883213830160496;0.4744601374798542;0.43630102574307167;0.287978703774242;0.35342586035947093;0.45767160076328817;0.5804847355707399
ADULT;[0, 0, 0, 2, 0, 1, 0];30%;0.9793202661391837;0.9489395129615089;0.9793684965913169;0.8271227855833843;6.244874539450676E-4;0.30518786877904325;0.4206562341135834;0.367173273936189;0.3047876246052783;0.259036754402274;0.47677177332089493;0.5560426545215595
ADULT;[1, 0, 0, 0, 1, 1, 0];40%;0.7523826649883115;0.7478397486252955;0.7402224614280591;0.723885155772755;6.352322718414879E-4;0.3964189446672099;0.5686862371763903;0.5283921852484832;0.3961612046283894;0.4016132682287761;0.532584470402705;0.6753828216163539
ADULT;[0, 1, 0, 0, 1, 1, 0];25%;1.010789426362165;0.993715632364494;0.9974883387154649;0.9401343921808194;7.901241421983825E-4;0.24887523524932917;0.38211751778491393;0.3084016139632156;0.24779672288090984;0.36582685121398323;0.4624404656297519;0.5019525706193824
ADULT;[0, 0, 1, 0, 1, 1, 0];41%;0.9786009710483727;0.9418695993715623;0.9355938284894151;0.9303604153940135;5.591423702328266E-4;0.4087881657446922;0.577566853278013;0.5381024433350836;0.4085947614956086;0.5014305070121727;0.5257361501283029;0.6441901965968626
ADULT;[0, 0, 0, 1, 1, 1, 0];35%;0.969609782413235;0.8161822466614304;0.9678866164334412;0.8417837507635922;5.683509321465728E-4;0.3476817467216775;0.47169727913712156;0.41459200368049287;0.34739176839541436;0.4477644201035236;0.49449211969751794;0.5859505161144767
ADULT;[0, 0, 0, 0, 2, 1, 0];48%;0.9757237906851285;0.9984289080911235;0.925726587728741;0.9346365302382403;6.150000510020774E-4;0.4755251476553166;0.5877878503699073;0.5699517477417309;0.4753670778910951;0.4886534651528743;0.574451461800416;0.6643612550565897
ADULT;[1, 0, 0, 0, 0, 2, 0];35%;0.7653299766229094;0.7140612725844458;0.7321492644420525;0.6957849725106896;6.483679413527894E-4;0.35225592406513057;0.5370949254975512;0.5388753296302848;0.3519330171377193;0.26465610066867284;0.5079776944763229;0.6622113728428177
ADULT;[0, 1, 0, 0, 0, 2, 0];23%;1.0084517173170289;1.0392772977219173;0.9985647649802657;0.946243127672572;8.972085806493788E-4;0.23173921490096325;0.36787419364005797;0.34593205431928903;0.23045591331940213;0.22817431063168409;0.46585413028102174;0.5080425639195083
ADULT;[0, 0, 1, 0, 0, 2, 0];36%;0.9633159503686389;0.9214454045561679;0.9354144241119482;0.9077580940745272;5.55611041911288E-4;0.3557215938091765;0.539628861291881;0.5413995195176847;0.3554807184063236;0.36495219382296784;0.4936174021888903;0.625789544519753
ADULT;[0, 0, 0, 1, 0, 2, 0];30%;0.9782413235029672;0.6912804399057342;0.9646573376390384;0.8149053145998774;5.774153393433084E-4;0.30287400223239;0.43538384785651923;0.4225059677740523;0.30253324995275654;0.3106655774826697;0.47047261391843326;0.5675947129798168
ADULT;[0, 0, 0, 0, 1, 2, 0];42%;0.9812983276389137;0.9175176747839742;0.9459992823824905;0.919364691508857;5.841712587740683E-4;0.41856942953183995;0.5430082317390851;0.5247685092744674;0.418374799106584;0.45934064534470764;0.5361197159696786;0.6366739738082167
ADULT;[1, 1, 0, 0, 0, 0, 1];19%;0.7689264520769645;0.8813825608798123;0.7441693577323285;0.7232742822235798;0.0010471067828539866;0.19013278292302258;0.3902924209269942;0.33809021223238633;0.18705697484977815;0.14698340500776855;0.4992575956198389;0.5342130369670508
ADULT;[0, 2, 0, 0, 0, 0, 1];19%;0.9625966552778275;1.1091908876669287;0.9608898457122358;0.9059254734270015;0.001106127560506005;0.19066963448486035;0.30321975617380437;0.22669412097753674;0.18709012801002908;0.13476712319771333;0.5002024570856984;0.43766117709885693
ADULT;[1, 0, 1, 0, 0, 0, 1];30%;0.736198525445064;0.7439120188531018;0.7201291711517764;0.7000610873549182;7.770403983904754E-4;0.3055117991009842;0.5530563528375344;0.530189540583437;0.30475468087042296;0.282404934384315;0.5171567214218691;0.6649060781013201
ADULT;[0, 1, 1, 0, 0, 0, 1];19%;1.0041359467721633;1.0282796543597794;0.990491567994259;0.8784361637141113;9.836625532347852E-4;0.19161117713326067;0.3919832902327432;0.339935946510476;0.18931209850406844;0.25832884226715774;0.48691458381948166;0.5109300619696364
ADULT;[1, 0, 0, 1, 0, 0, 1];26%;0.7556194928969607;0.35428122545168905;0.7402224614280591;0.4465485644471596;8.136317689812272E-4;0.2570251403867928;0.45087006356155224;0.41094754989726995;0.2560178118385619;0.22448410504484947;0.5000203849631918;0.5965451821969489
ADULT;[0, 1, 0, 1, 0, 0, 1];17%;1.0066534795900017;0.8821681068342505;0.9865446716899896;0.6933414783139886;0.0011565331048188398;0.17115291037464667;0.2967558517339894;0.2257690174688793;0.16799369915172135;0.1998163315217562;0.49514369294711896;0.4447762880090024
ADULT;[0, 0, 1, 1, 0, 0, 1];27%;0.9839956842294553;0.7533385703063632;0.9718335127377111;0.687232742822236;7.547383990605778E-4;0.26608927431144247;0.4577708943135865;0.41853000209129815;0.2653677905996418;0.3361188288467353;0.4926836069809108;0.5747102905520262
ADULT;[0, 0, 0, 2, 0, 0, 1];27%;0.9793202661391837;0.7855459544383339;0.9727305346250451;0.633475870494808;7.69942394199385E-4;0.2691232535530003;0.3902924209270121;0.3331713873289861;0.2683511420867027;0.23779278974241916;0.49604631758591394;0.5279300371661318
ADULT;[1, 0, 0, 0, 1, 0, 1];34%;0.7451897140802012;0.7596229379418692;0.735557947613922;0.6939523518631638;7.460104925379818E-4;0.34378794542409286;0.530842971762009;0.48665614841835514;0.34318096876405346;0.3755695465488244;0.5336556530202275;0.6463889883170987
ADULT;[0, 1, 0, 0, 1, 0, 1];21%;1.012048192771084;1.0487038491751763;0.9940796555435953;0.8827122785583381;8.861340788518212E-4;0.21391071786040905;0.3527049172563395;0.275135591973796;0.21199103753132323;0.3515870718244527;0.4857763325629247;0.472740148437386
ADULT;[0, 0, 1, 0, 1, 0, 1];36%;0.9843553317748607;0.9693637077769058;0.9431288123430214;0.8643860720830786;6.943697810271297E-4;0.360617381615972;0.5429916545890288;0.4999307211974889;0.3601902941568717;0.4846208482040693;0.5326741346719017;0.6254901470710609
ADULT;[0, 0, 0, 1, 1, 0, 1];30%;0.9737457291853985;0.7172034564021988;0.9711158952278439;0.6212583995113011;7.122622376415354E-4;0.3033731533433548;0.43557172222382423;0.3746681071059829;0.30276684815358823;0.42840300524552427;0.5071880322039641;0.5574850965220374
ADULT;[0, 0, 0, 0, 2, 0, 1];41%;0.9755439669124257;1.041633935585232;0.9174739863652676;0.8643860720830786;7.032123850682259E-4;0.4140414184739558;0.539335208919454;0.5188734041305828;0.41370061418269255;0.46894641913186136;0.5646744525272727;0.6286106936241846
ADULT;[1, 0, 0, 0, 0, 1, 1];27%;0.7588563208056104;0.77376276512176;0.7412988876928599;0.6829566279780093;7.650442385132229E-4;0.2678358067940575;0.4764936012200783;0.4252164912039645;0.26709126087221546;0.22627532485763466;0.4905178096967886;0.6175430476845165
ADULT;[0, 1, 0, 0, 0, 1, 1];18%;1.017802553497572;1.0432050274941085;1.0019734481521352;0.8503359804520458;0.0010738943464709827;0.18182590032057522;0.32593400399746136;0.24299706458864073;0.1793985471451001;0.20530146949300107;0.48533372498864513;0.4755993470010282
ADULT;[0, 0, 1, 0, 0, 1, 1];27%;0.991907930228376;1.0047132757266295;0.9503049874416934;0.8246792913866833;6.397244516836291E-4;0.2695092043600315;0.4778434548675249;0.42677577938111916;0.26898139672678795;0.33676832504846804;0.47526253904130494;0.5833113898726102
ADULT;[0, 0, 0, 1, 0, 1, 1];23%;0.9796799136845891;0.7541241162608014;0.9725511302475783;0.6420281001832616;7.202787737147616E-4;0.22998583388791696;0.3760423869833276;0.3061452132842161;0.22922930776942896;0.2796375204257871;0.4679293472861766;0.5235476193267844
ADULT;[0, 0, 0, 0, 1, 1, 1];32%;0.983096565365941;1.0015710919088765;0.9571223537854326;0.8277336591325596;6.422449572059304E-4;0.3250860798925394;0.46936542669584247;0.39898851626488674;0.3246481518078528;0.4310222810792537;0.5066729521016877;0.5821935277311853
ADULT;[0, 0, 0, 0, 0, 2, 1];28%;0.991907930228376;0.996857816182247;0.9686042339433083;0.8259010384850338;6.914670757715607E-4;0.2791951703349799;0.433234344065854;0.40829488709688727;0.2786622201209917;0.2912978620434594;0.48369241870549345;0.5639550878062666
ADULT;[1, 0, 0, 0, 0, 0, 2];25%;0.7540010789426361;0.6881382560879812;0.7416576964477934;0.6133170433720228;8.788910397614756E-4;0.24991039573649834;0.46294770145973646;0.4577837370507431;0.248127022391113;0.1710457063654918;0.5167155704555207;0.5990210783477474
ADULT;[0, 1, 0, 0, 0, 0, 2];16%;1.0098903074986514;1.0337784760408495;0.9863652673125228;0.806963958460599;0.0012033107691702277;0.1669617537798528;0.31163621207384884;0.2796841886756748;0.16199259391117063;0.1571587721353989;0.5140853491312539;0.4459788878787561
ADULT;[0, 0, 1, 0, 0, 0, 2];26%;0.9874123359108071;0.9630793401413975;0.9860064585575892;0.784972510690288;8.183310066218771E-4;0.2591399575684009;0.4699337861263463;0.46483699560835723;0.2579079058994197;0.2895415171527145;0.509112298583371;0.5766127103673819
ADULT;[0, 0, 0, 1, 0, 0, 2];22%;0.9893903974105377;0.6739984289080904;0.9815213491209189;0.5839951130116068;9.201462727998096E-4;0.21937505573295363;0.3667023470087146;0.34501257313078193;0.21769163375649764;0.2304731127382381;0.5009425854387847;0.5049432898738159
